geom_x_y;geom;C_NAT_B;L_NAT_B;C_SRC;L_SRC;M2;NB_PL;M2_PL_TOT;B_RDC;C_PLAN_H_I;Y;L_PLAN_H_I;X;D_CRE;L_B_U;D_MAJ;N_AR;L_PLAN_H;H_ET_MAX;N_QU;OBJECTID;Identifiant s?quentiel;Arrondissement contenant le bati;Parcelle contenant le bati;Quartier contenant le bati;AREA;SHAPE.AREA;SHAPE.LEN;dist
48.826850677,2.38359092288;"{""type"": ""Polygon"", ""coordinates"": [[[2.383665758552279, 48.826873720313195], [2.383679058337889, 48.82686106633566], [2.383521854698119, 48.8268276034592], [2.38350598832206, 48.826842699475286], [2.383513399971434, 48.82684406515592], [2.383521046673769, 48.826845481513175], [2.383528691929358, 48.82684690505751], [2.383536333024761, 48.82684833487547], [2.383543969938612, 48.8268497727658], [2.383551605416459, 48.826851216943794], [2.383559238085485, 48.82685266830177], [2.3835668665837, 48.82685412683278], [2.383574492273098, 48.82685559254381], [2.383582115164313, 48.8268570645355], [2.383589735246817, 48.82685854370718], [2.383597352520614, 48.82686003005892], [2.383604965623514, 48.82686152358364], [2.383612575928345, 48.826863023389045], [2.383620183424374, 48.82686453037447], [2.383627786749616, 48.8268660445329], [2.383635388628153, 48.82686756587834], [2.383642984973819, 48.82686909438976], [2.383650579883418, 48.826870629188925], [2.3836581706222413, 48.826872171161035], [2.383665758552279, 48.826873720313195]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;21.430759;6.0;128.5845538;1.0;3.0;125152.9079805;Bâti de 4 à 8 étages;603455.5660997;2010-07-21T04:00:00+02:00;Ra2_et_4a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;536286;750172238;750000013;750031406;750000050;;0.0;0.0;
48.8267893522,2.38295582977;"{""type"": ""Polygon"", ""coordinates"": [[[2.3829527622865703, 48.82679448644946], [2.382966675389694, 48.82678124032946], [2.382948051624978, 48.826792329732], [2.3829527622865703, 48.82679448644946]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.3772077;5.0;1.8860386;0.0;3.0;125146.0612027;Bâti de 4 à 8 étages;603409.050105;2010-07-21T04:00:00+02:00;3a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536311;750172663;750000013;750031409;750000050;;0.0;0.0;
48.8268114379,2.38280648999;"{""type"": ""Polygon"", ""coordinates"": [[[2.382835141290822, 48.82683356970832], [2.382850770815224, 48.82681870639462], [2.382850509821516, 48.82681843073921], [2.382844799851887, 48.826812433936986], [2.382731672547854, 48.826786163107194], [2.382801185929213, 48.82681801250621], [2.382835141290822, 48.82683356970832]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;11.5589658;8.0;92.4717263;1.0;3.0;125148.3346255;Bâti de 4 à 8 étages;603398.2338716;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536319;750172671;750000013;750031409;750000050;;0.0;0.0;
48.8270026384,2.38300944579;"{""type"": ""Polygon"", ""coordinates"": [[[2.3830180134881322, 48.827046307378964], [2.383037750380318, 48.82695589638339], [2.382992626663833, 48.826979351250145], [2.382981647751976, 48.827029644160106], [2.3830180134881322, 48.827046307378964]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;22.9773863;2.0;45.9547726;1.0;2.0;125170.2110441;Bâti de 1 à 3 étages;603412.9914145;2010-07-21T04:00:00+02:00;R_et_encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536332;750173087;750000013;750031411;750000050;;0.0;0.0;
48.8270889229,2.3844308232;"{""type"": ""Polygon"", ""coordinates"": [[[2.384435547915448, 48.82709253429811], [2.384437534538122, 48.827090752974655], [2.384426095462247, 48.82708530505758], [2.3844241303670453, 48.82708710897592], [2.384435547915448, 48.82709253429811]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.2549526;2.0;0.5099052;0.0;2.0;125179.4412005;Bâti de 1 à 3 étages;603517.3240627;2010-07-21T04:00:00+02:00;1a2;2010-07-21T04:00:00+02:00;13;;2.0;50.0;535671;750169654;750000013;750031416;750000050;;0.0;0.0;
48.8265649954,2.38527317837;"{""type"": ""Polygon"", ""coordinates"": [[[2.385430403330743, 48.826671474462586], [2.385491575743618, 48.82660133738177], [2.385115953543015, 48.82645851638908], [2.385054780792404, 48.826528653286694], [2.385430403330743, 48.826671474462586]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;286.4242611;2.0;572.8485223;1.0;2.0;125121.2201585;Bâti de 1 à 3 étages;603579.2083495;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;535688;750169671;750000013;750031544;750000050;;0.0;0.0;
48.8272784081,2.3845013562;"{""type"": ""Polygon"", ""coordinates"": [[[2.38458547288516, 48.82739192254761], [2.384618480444647, 48.82736206597284], [2.384628852354815, 48.827352684033634], [2.384675067209857, 48.827374661442], [2.384687606175627, 48.82736298285983], [2.38469475539779, 48.82736639498535], [2.384697900612702, 48.827367896929694], [2.384707902115854, 48.82735942863849], [2.384705373250871, 48.827358217664404], [2.384621445262769, 48.82731803449536], [2.384632826284968, 48.82730763426292], [2.38459119330945, 48.82728443028772], [2.384594019139818, 48.82728136987687], [2.3845373712546323, 48.82725076952781], [2.384576505868194, 48.827214786493776], [2.384457472315915, 48.827158136715475], [2.384389069692458, 48.82722036022518], [2.384391001975321, 48.82722156633644], [2.384351863880341, 48.8272572560971], [2.384333945120368, 48.827273597174276], [2.384312401981532, 48.827262688408], [2.384311187884772, 48.8272637614038], [2.384306744870711, 48.8272677686153], [2.384386577960863, 48.82730586867009], [2.384388178992803, 48.82730432729393], [2.384391371394361, 48.82730125528421], [2.384392922817853, 48.82729976221871], [2.384516295838293, 48.82735254280442], [2.384520482801822, 48.82734922408584], [2.384542511367397, 48.8273597512798], [2.384535168124212, 48.82736458268773], [2.384546063428376, 48.827373059576516], [2.38458547288516, 48.82739192254761]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;297.3445078;9.0;2676.1005699;1.0;3.0;125200.1410715;Bâti de 4 à 8 étages;603518.8802029;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+8;8.0;50.0;536058;750175199;750000013;750031416;750000050;;0.0;0.0;
48.8274245529,2.38468818424;"{""type"": ""Polygon"", ""coordinates"": [[[2.3846906191480333, 48.82743247302988], [2.384700376947829, 48.82742364913334], [2.384685659918919, 48.82741662666631], [2.384676042093934, 48.827425478263045], [2.3846906191480333, 48.82743247302988]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.6111681;3.0;4.8335042999999995;1.0;2.0;125216.7756485;Bâti de 1 à 3 étages;603536.1991155;2010-07-21T04:00:00+02:00;R_et_2a3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536064;750175595;750000013;750031416;750000050;;0.0;0.0;
48.8278929325,2.38343140507;"{""type"": ""Polygon"", ""coordinates"": [[[2.383553338542729, 48.82797634362965], [2.38359472591027, 48.827935534826956], [2.383309851405566, 48.82780952033026], [2.383268247172884, 48.82785057255032], [2.383553338542729, 48.82797634362965]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;137.8812859;1.0;137.8812859;1.0;1.0;125268.8018095;Bâti à rez-de-chaussée;603443.8870804;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R;0.0;50.0;529871;750178090;750000013;750033360;750000050;;0.0;0.0;
48.8281644829,2.38431104882;"{""type"": ""Polygon"", ""coordinates"": [[[2.384197245709779, 48.82829290741998], [2.384447775991725, 48.82805424314679], [2.384417147518882, 48.82804073253217], [2.384170734809704, 48.82828091629948], [2.384197245709779, 48.82829290741998]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;81.7119424;4.0;326.8477697;0.0;3.0;125299.2135106;Bâti de 4 à 8 étages;603508.3239445;2010-07-21T04:00:00+02:00;2a5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;529879;750178098;750000013;750033361;750000050;;0.0;0.0;
48.8275132893,2.38455867815;"{""type"": ""Polygon"", ""coordinates"": [[[2.384575654685379, 48.82754283246119], [2.384592041213091, 48.827527975524475], [2.384586015415385, 48.827524477438544], [2.384581597086672, 48.82752085451733], [2.384577439054112, 48.82751606734975], [2.384575044805671, 48.82751060663542], [2.384573845038873, 48.827504696086415], [2.384576016445481, 48.82749522428569], [2.384554935749008, 48.82748540078928], [2.384524821022413, 48.82751285921747], [2.384537906035579, 48.8275190863546], [2.384525472540164, 48.82753001718541], [2.384530155210721, 48.827532248342436], [2.38454240310143, 48.8275213471346], [2.384575456845994, 48.82753685961544], [2.384571024584386, 48.827540763463396], [2.384575654685379, 48.82754283246119]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;14.660145;2.0;29.32029;1.0;2.0;125226.0430137;Bâti de 1 à 3 étages;603526.663621;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536094;750169270;750000013;750031416;750000050;;0.0;0.0;
48.8275964883,2.3843210709;"{""type"": ""Polygon"", ""coordinates"": [[[2.384331363101974, 48.82760977803005], [2.384343514620379, 48.827598852963256], [2.384310623458348, 48.82758318656413], [2.384298699288176, 48.827594122691295], [2.384331363101974, 48.82760977803005]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.4644579;1.0;4.4644579;0.0;3.0;125235.8774765;Bâti de 4 à 8 étages;603509.2319698;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536101;750169277;750000013;750031416;750000050;;0.0;0.0;
48.827588535,2.38466558782;"{""type"": ""Polygon"", ""coordinates"": [[[2.3846750380194432, 48.82760126248023], [2.384686640996144, 48.82759052702203], [2.384656747468889, 48.827575817783625], [2.384644282908237, 48.82758661176185], [2.3846750380194432, 48.82760126248023]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.107397;1.0;4.107397;0.0;3.0;125235.0104145;Bâti de 4 à 8 étages;603534.5173949;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536106;750169282;750000013;750031416;750000050;;0.0;0.0;
48.8264650268,2.3833696476;"{""type"": ""Polygon"", ""coordinates"": [[[2.383739841828442, 48.826620198487944], [2.383745819405394, 48.826614510181464], [2.383615322389187, 48.82656977649469], [2.383642982537308, 48.826537127934444], [2.383133580269852, 48.8263489896326], [2.383086434065315, 48.82639387965393], [2.383739841828442, 48.826620198487944]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;243.4887572;10.0;2434.8875724;1.0;4.0;125112.1938475;Bâti de 9 à 12 étages;603443.4853831;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+9;9.0;50.0;536200;750170965;750000013;750031406;750000050;;0.0;0.0;
48.826746522,2.38298813094;"{""type"": ""Polygon"", ""coordinates"": [[[2.382977788098112, 48.82677005011444], [2.383031577109533, 48.8267012873012], [2.382955015330078, 48.82676824179695], [2.382968871859004, 48.82676932778309], [2.382977788098112, 48.82677005011444]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;6.7881921;6.0;40.7291528;0.0;3.0;125140.8513445;Bâti de 4 à 8 étages;603411.8046095;2010-07-21T04:00:00+02:00;3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536248;750171803;750000013;750031408;750000050;;0.0;0.0;
48.8268035366,2.38289343758;"{""type"": ""Polygon"", ""coordinates"": [[[2.382883964431776, 48.82683037796067], [2.382897243907446, 48.826818764537684], [2.382934544211888, 48.82678614520411], [2.382911069510599, 48.82677539619296], [2.382887579104583, 48.82679773590572], [2.382877621347121, 48.82679317147053], [2.382853280900827, 48.826816319822484], [2.382858028123528, 48.82681849471976], [2.382883964431776, 48.82683037796067]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;14.9492127;8.0;119.5937014;0.0;4.0;125147.563702;Bâti de 9 à 12 étages;603404.318664;2010-07-21T04:00:00+02:00;2a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536305;750172657;750000013;750031409;750000050;;0.0;0.0;
48.8274216249,2.38448243934;"{""type"": ""Polygon"", ""coordinates"": [[[2.384449021957285, 48.82747674515485], [2.384552118245864, 48.82738275178769], [2.3845163997295202, 48.82736566517341], [2.384413806812996, 48.82745993990768], [2.384426142815591, 48.82746580345329], [2.38442184947827, 48.8274695928915], [2.384430285604047, 48.827473610638144], [2.384434379514246, 48.827469867839866], [2.384449021957285, 48.82747674515485]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;41.8892974;3.0;125.6678921;1.0;2.0;125216.3820378;Bâti de 1 à 3 étages;603521.129597;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;535680;750169663;750000013;750031416;750000050;;0.0;0.0;
48.8276850695,2.38374114671;"{""type"": ""Polygon"", ""coordinates"": [[[2.384063553219252, 48.82785725962755], [2.384104421076627, 48.827816683606386], [2.38341606121346, 48.827512277018506], [2.38337592773961, 48.82755200669721], [2.384063553219252, 48.82785725962755]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;326.3324395;4.0;1305.3297579;1.0;2.0;125245.668075;Bâti de 1 à 3 étages;603466.6037111;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+3;3.0;50.0;536009;750174762;750000013;750033360;750000050;;0.0;0.0;
48.8273409954,2.38414606832;"{""type"": ""Polygon"", ""coordinates"": [[[2.384156537869262, 48.827354275651615], [2.384168384907048, 48.82734329417064], [2.384135717065859, 48.827327767372], [2.384123641511803, 48.82733860557238], [2.384156537869262, 48.827354275651615]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.4433475;1.0;4.4433475;0.0;3.0;125207.4618675;Bâti de 4 à 8 étages;603496.4069989;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536014;750174767;750000013;750031416;750000050;;0.0;0.0;
48.8271646609,2.38431972222;"{""type"": ""Polygon"", ""coordinates"": [[[2.3843178794105873, 48.82717281988726], [2.384330650600268, 48.82716074231524], [2.384329056412861, 48.82715997413888], [2.384321837201008, 48.82715649507678], [2.384308693011729, 48.82716843762053], [2.3843178794105873, 48.82717281988726]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.3389349;1.0;1.3389349;0.0;2.0;125187.8732343;Bâti de 1 à 3 étages;603509.158726;2010-07-21T04:00:00+02:00;encorbt_au_2;2010-07-21T04:00:00+02:00;13;;2.0;50.0;536038;750175179;750000013;750031416;750000050;;0.0;0.0;
48.827209649,2.38458251091;"{""type"": ""Polygon"", ""coordinates"": [[[2.384619552091428, 48.82723527265122], [2.384636957772319, 48.82721946131931], [2.384624809155782, 48.82721330466357], [2.384598101296117, 48.827207882522174], [2.384543485694366, 48.827196793712794], [2.384522781691381, 48.82718680306409], [2.384459518454519, 48.827156275654005], [2.384457472315915, 48.827158136715475], [2.384576505868194, 48.827214786493776], [2.384619552091428, 48.82723527265122]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;11.3527818;10.0;113.5278182;1.0;4.0;125191.7101827;Bâti de 9 à 12 étages;603525.863355;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+9;9.0;50.0;536046;750175187;750000013;750031416;750000050;;0.0;0.0;
48.8274040955,2.38467095277;"{""type"": ""Polygon"", ""coordinates"": [[[2.384669042167505, 48.82743192132067], [2.384671033497087, 48.82743008785456], [2.384676042093934, 48.827425478263045], [2.384673792276123, 48.82742439913304], [2.384709856371621, 48.82739120630209], [2.384682097365824, 48.827378005502744], [2.384671978633884, 48.827387288019345], [2.384665028054613, 48.827384010921], [2.384632412100034, 48.82741438935987], [2.384669042167505, 48.82743192132067]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;16.3540973;3.0;49.0622918;1.0;2.0;125214.9819514;Bâti de 1 à 3 étages;603534.946505;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;536066;750175597;750000013;750031416;750000050;;0.0;0.0;
48.8273977846,2.38458027605;"{""type"": ""Polygon"", ""coordinates"": [[[2.384584367034765, 48.82740286580861], [2.384587728413743, 48.827399787468536], [2.38456873270404, 48.82739070049571], [2.384584367034765, 48.82740286580861]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.3634418;6.0;2.1806507;1.0;3.0;125213.794258;Bâti de 4 à 8 étages;603528.276054;2010-07-21T04:00:00+02:00;Ra1_et_5a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536078;750175609;750000013;750031416;750000050;;0.0;0.0;
48.8272429074,2.3847992594;"{""type"": ""Polygon"", ""coordinates"": [[[2.384796971933453, 48.82726286263405], [2.384805644256796, 48.82725402055276], [2.38481845937626, 48.827259568146054], [2.384831452192506, 48.82724751684445], [2.384770285503551, 48.827218452871755], [2.384762919592936, 48.82722463143653], [2.384798454750741, 48.8272415560486], [2.384782602464847, 48.8272560560162], [2.384796971933453, 48.82726286263405]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;8.2521832;1.0;8.2521832;0.0;2.0;125197.6670028;Bâti de 1 à 3 étages;603544.2129795;2010-07-21T04:00:00+02:00;encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536165;750170531;750000013;750031416;750000050;;0.0;0.0;
48.8265962998,2.38316015457;"{""type"": ""Polygon"", ""coordinates"": [[[2.383161463967014, 48.82659737019394], [2.383162359456629, 48.826596516811456], [2.3831588833415083, 48.82659524425716], [2.383157907969227, 48.82659605675585], [2.383161463967014, 48.82659737019394]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.0337742;6.0;0.2026453;0.0;3.0;125124.603737;Bâti de 4 à 8 étages;603424.0673341;2010-07-21T04:00:00+02:00;2a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536212;750170977;750000013;750031406;750000050;;0.0;0.0;
48.8268256762,2.38371791127;"{""type"": ""Polygon"", ""coordinates"": [[[2.383668440308428, 48.826874323222974], [2.383769911966136, 48.82677777868076], [2.383767522287959, 48.8267768966741], [2.383679058337889, 48.82686106633566], [2.383665758552279, 48.826873720313195], [2.383668440308428, 48.826874323222974]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;2.6172738;7.0;18.3209165;1.0;3.0;125150.1433953;Bâti de 4 à 8 étages;603464.9948745;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+6;6.0;50.0;536238;750171397;750000013;750031407;750000050;;0.0;0.0;
48.8268873222,2.3836531232;"{""type"": ""Polygon"", ""coordinates"": [[[2.38364034183125, 48.82690105794736], [2.383668440308428, 48.826874323222974], [2.383665758552279, 48.826873720313195], [2.383637945254208, 48.82690018309762], [2.38364034183125, 48.82690105794736]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.7200293999999999;3.0;2.1600882;0.0;3.0;125156.9797221;Bâti de 4 à 8 étages;603460.244541;2010-07-21T04:00:00+02:00;4a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;536285;750172237;750000013;;750000050;;0.0;0.0;
48.8272229382,2.38435193265;"{""type"": ""Polygon"", ""coordinates"": [[[2.384347875574703, 48.827255171507076], [2.384397238294007, 48.82721034639636], [2.384355760278301, 48.82719076130726], [2.384306740304559, 48.82723551351835], [2.384347875574703, 48.827255171507076]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;22.9853268;9.0;206.8679413;0.0;4.0;125194.3273429;Bâti de 9 à 12 étages;603511.5273835;2010-07-21T04:00:00+02:00;1a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;535672;750169655;750000013;750031416;750000050;;0.0;0.0;
48.8274568939,2.38440128647;"{""type"": ""Polygon"", ""coordinates"": [[[2.384409634169658, 48.827463774935296], [2.384413806812996, 48.82745993990768], [2.38439293842034, 48.82745002124216], [2.384388744344044, 48.827453825580136], [2.384409634169658, 48.827463774935296]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.9904582;4.0;3.9618328;1.0;3.0;125220.3592995;Bâti de 4 à 8 étages;603515.1314741;2010-07-21T04:00:00+02:00;Ra2_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;535678;750169661;750000013;750031416;750000050;;0.0;0.0;
